0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.991515786941540256e-05,-9.998171723166393576e-01,-2.109816297731637448e-04,3.607605983012971996e-05,2.156636534176488033e-05,-7.922462194245768127e-06
1.604066493043449729e-04,-9.992648360048466127e-01,-8.485463126484202182e-04,1.452240840225724053e-04,8.666996348181228368e-05,-3.184752948515910892e-05
3.612918774075265919e-04,-9.983425062764961222e-01,-1.913778482853710017e-03,3.280233012765555018e-04,1.952164340271758897e-04,-7.176793905648280758e-05
6.422656264633763365e-04,-9.970493726796869627e-01,-3.408489900104951301e-03,5.854407651980429554e-04,3.470480200542532629e-04,-1.276713182553732722e-04
1.002899947338724198e-03,-9.953843004583976528e-01,-5.335214853845352510e-03,9.188277389533310241e-04,5.419434580207889646e-04,-1.995398400901693197e-04
1.442643996917726502e-03,-9.933458325146705681e-01,-7.697203264078264148e-03,1.329914506908151488e-03,7.796178230566219074e-04,-2.873497396772534238e-04
1.960823832628906787e-03,-9.909321920290076191e-01,-1.049841150430539174e-02,1.820803494714342153e-03,1.059722330573663416e-03,-3.910706933144175224e-04
2.556642163432681046e-03,-9.881412858123705956e-01,-1.374349071689276273e-02,2.393960541930579503e-03,1.381844094996461996e-03,-5.106650613927020020e-04
3.229178059311509780e-03,-9.849707084799625978e-01,-1.743777233857629269e-02,3.052204135698573673e-03,1.745505846799082087e-03,-6.460869968134836782e-04
3.977386622218519185e-03,-9.814177475538335971e-01,-2.158725050084093003e-02,3.798692378262978446e-03,2.150165609552526398e-03,-7.972814211497453391e-04
4.800098622650936057e-03,-9.774793896181996899e-01,-2.619856091693590142e-02,4.636907425480730517e-03,2.595216339371568624e-03,-9.641828715061520269e-04
5.696020107584080089e-03,-9.731523276679093781e-01,-3.127895581494122279e-02,5.570637098332864232e-03,3.079985530035920897e-03,-1.146714221919797275e-03
6.663731987496310412e-03,-9.684329698064455538e-01,-3.683627442549516906e-02,6.603953335443295616e-03,3.603734788185670307e-03,-1.344785284232002552e-03
7.701689612704384902e-03,-9.633174494647648300e-01,-4.287890848480152561e-02,7.741187122570940445e-03,4.165659384394783740e-03,-1.558291294682135524e-03
8.808222352282677955e-03,-9.578016373255074933e-01,-4.941576217004913646e-02,8.986899506089556997e-03,4.764887787649486200e-03,-1.787111294058167221e-03
9.981533192524576908e-03,-9.518811551479587907e-01,-5.645620584755733223e-02,1.034584827302648460e-02,5.400481192839443577e-03,-2.031106411115684001e-03
1.121969837627956150e-02,-9.455513916965925247e-01,-6.401002298649481614e-02,1.182294986205685051e-02,6.071433053344068090e-03,-2.290118061174329332e-03
1.252066710960737274e-02,-9.388075209790091025e-01,-7.208734957615789418e-02,1.342323606006418785e-02,6.776668633690453858e-03,-2.563966074339720565e-03
1.388226136805159432e-02,-9.316445229961685115e-01,-8.069860538635417746e-02,1.515180503996834370e-02,7.515044600588138488e-03,-2.852446770692387314e-03
1.530217584143195829e-02,-9.240572071975841073e-01,-8.985441643279461210e-02,1.701376631032179218e-02,8.285348674403628100e-03,-3.155331003032792268e-03
1.677797806332523636e-02,-9.160402388148067843e-01,-9.956552805739075918e-02,1.901417917881803588e-02,9.086299367294018922e-03,-3.472362191354644908e-03
1.830710877922145721e-02,-9.075881682163766673e-01,-1.098427081121611110e-01,2.115798438367310491e-02,9.916545838708540686e-03,-3.803254377095339166e-03
1.988688261550143263e-02,-8.986954633845639639e-01,-1.206966398503312027e-01,2.344992862221401825e-02,1.077466790368036137e-02,-4.147690329310458127e-03
2.151448911958456570e-02,-8.893565455570303646e-01,-1.321378042841955813e-01,2.589448180814475989e-02,1.165917623410804398e-02,-4.505319739130649731e-03
2.318699424943630044e-02,-8.795658280035246745e-01,-1.441763519707232599e-01,2.849574702060729547e-02,1.256851279784471087e-02,-4.875757543033426913e-03
2.490134239757906334e-02,-8.693177578179186460e-01,-1.568219644357752018e-01,3.125736327121494962e-02,1.350105158458536105e-02,-5.258582419403067323e-03
2.665435904017453630e-02,-8.586068604991093922e-01,-1.700837057472630864e-01,3.418240141033727225e-02,1.445509967091196911e-02,-5.653335506312740649e-03
2.844275410488336653e-02,-8.474277869712294464e-01,-1.839698650949321557e-01,3.727325371990925645e-02,1.542889867900063341e-02,-6.059519391152399723e-03
3.026312615121330360e-02,-8.357753625563818511e-01,-1.984877916245259277e-01,4.053151799348443662e-02,1.642062668393878822e-02,-6.476597424310464104e-03
