0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.896497760085419784e-09,3.183312022575252747e-04,-3.556180395533705980e-04,3.728519527766677817e-05,-4.896497760085399105e-09,1.642018178693963332e-09
-8.023791810172225184e-08,1.279755356583874232e-03,-1.429655118778106653e-03,1.498728530290289009e-04,-8.023791810172218567e-08,2.690916520487669227e-08
-4.094085889425859114e-07,2.884268934963172583e-03,-3.222099880873937131e-03,3.376936431365972760e-04,-4.094085889425844290e-07,1.373027741728231989e-07
-1.299003293939228201e-06,5.131858113557313285e-03,-5.732907831085707825e-03,6.006140748677203873e-04,-1.299003293939192626e-06,4.356426606848047134e-07
-3.178813793551892273e-06,8.022486810536086713e-03,-8.961962838778652837e-03,9.384099739187357720e-04,-3.178813793551406923e-06,1.066054323843540265e-06
-6.601794490691189227e-06,1.155607992266584512e-02,-1.290902318692609303e-02,1.350729327770074919e-03,-6.601794490687479223e-06,2.213936490153027629e-06
-1.224399198962305674e-05,1.573250178096741170e-02,-1.757365223043742472e-02,1.837044554926657060e-03,-1.224399198960084584e-05,4.105894543062440884e-06
-2.090441890330411594e-05,2.055152986651607311e-02,-2.295513378756423167e-02,2.396594299784224075e-03,-2.090441890319531286e-05,7.009621262421572562e-06
-3.350484811252727954e-05,2.601282385931828062e-02,-2.905237248504149647e-02,3.028314923384355789e-03,-3.350484811208096771e-05,1.123370233262088796e-05
-5.108949979283471397e-05,3.211589013837513190e-02,-3.586377941439829187e-02,3.730761955685720204e-03,-5.108949979125339833e-05,1.712732031529821871e-05
-7.482459006206512741e-05,3.886004191145218251e-02,-4.338714363992159789e-02,4.502021901055103074e-03,-7.482459005709696069e-05,2.507982734467417986e-05
-1.059977072733728388e-04,4.624435523017142446e-02,-5.161949033265551823e-02,5.339614948433681757e-03,-1.059977072592461589e-04,3.552015385229787768e-05
-1.460169800487158532e-04,5.426762124059028580e-02,-6.055692659218344515e-02,6.240389332709947098e-03,-1.460169800117831838e-04,4.891601836518733168e-05
-1.964100004287235154e-04,6.292829513124567620e-02,-7.019447635866403468e-02,7.200408324069984545e-03,-1.964100003388408785e-04,6.577290208754266491e-05
-2.588224663593922080e-04,7.222444236828237663e-02,-8.052590620799138232e-02,8.214831084980011439e-03,-2.588224661537539130e-04,8.663275184402468025e-05
-3.350165105205069917e-04,8.215368294776158320e-02,-9.154354425489126534e-02,9.277788924549933494e-03,-3.350165100747150423e-04,1.120723763246222283e-04
-4.268686875988523741e-04,9.271313454373612817e-02,-1.032380948488634542e-01,1.038225878847141674e-02,-4.268686866771972065e-04,1.427015037211144767e-04
-5.363675998569144079e-04,1.038993555803493507e-01,-1.155984522169275774e-01,1.151993613687933744e-02,-5.363675980299245681e-04,1.791604740519639558e-04
-6.656111514979748444e-04,1.157082893981272315e-01,-1.286115166598753301e-01,1.268110966582245563e-02,-6.656111480099596292e-04,2.221175469473814842e-04
-8.168034360000845122e-04,1.281352108079580887e-01,-1.422620173143105959e-01,1.385454060039873619e-02,-8.168034295623137313e-04,2.722658155247050546e-04
-9.922512772146750270e-04,1.411746764186119496e-01,-1.565323458157499570e-01,1.502734950599491325e-02,-9.922512656906292035e-04,3.303197292052365919e-04
-1.194360464291572416e-03,1.548204801719093027e-01,-1.714024054005662823e-01,1.618491370389434428e-02,-1.194360444229016632e-03,3.970112427116466360e-04
-1.425631741814002706e-03,1.690656155109284964e-01,-1.868494800290615987e-01,1.731077841454934166e-02,-1.425631707764019604e-03,4.730856246394814571e-04
-1.688656639022655288e-03,1.839022455296679681e-01,-2.028481279650863056e-01,1.838658466456345730e-02,-1.688656582567953481e-03,5.592969762964527863e-04
-1.986113244512891125e-03,1.993216822992088799e-01,-2.193701038843672291e-01,1.939201676588125575e-02,-1.986113152906197107e-03,6.564035291146747735e-04
-2.320762053908849692e-03,2.153143763321433146e-01,-2.363843129917729824e-01,2.030477180006356325e-02,-2.320761908196777509e-03,7.651628058492892116e-04
-2.695442036218556950e-03,2.318699168363120289e-01,-2.538567998113391844e-01,2.110055301969329666e-02,-2.695441808696711402e-03,8.863267458503851400e-04
-3.113067078311345433e-03,2.489770430300597970e-01,-2.717507732952372246e-01,2.175308842800852821e-02,-3.113066729122312276e-03,1.020636906775181747e-03
-3.576622974834589141e-03,2.666236663605994206e-01,-2.900266687219984485e-01,2.223417504450842658e-02,-3.576622447481760635e-03,1.168819863119222122e-03
-4.089165131813230977e-03,2.847969030074273267e-01,-3.086422455812723453e-01,2.251374854774157094e-02,-4.089164347319914315e-03,1.331582925015563270e-03
-4.653817145526368930e-03,3.034831155916278833e-01,-3.275527193472428378e-01,2.255997715477705418e-02,-4.653815994921154525e-03,1.509610298317820305e-03
-5.273770403978425905e-03,3.226679625793895667e-01,-3.467109238081310107e-01,2.233937780267664097e-02,-5.273768738734322704e-03,1.703559798880269118e-03
-5.952284836956635468e-03,3.423364534938827530e-01,-3.660674995272987786e-01,2.181695199293744516e-02,-5.952282456952469498e-03,1.914060220448453092e-03
-6.692690913482392430e-03,3.624730077601046041e-01,-3.855711031358843299e-01,2.095633809191240621e-02,-6.692687551990371062e-03,2.141709437380510603e-03
-7.498392954137396253e-03,3.830615148225682276e-01,-4.051686315548455042e-01,1.971997648453932550e-02,-7.498388259269845105e-03,2.387073301606697489e-03
