0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.688601137402444271e-16,-4.353140822558577705e-01,0.000000000000000000e+00,-8.706281645117157353e-02,8.156164826974460214e-01
0.000000000000000000e+00,-8.158264072873205774e-16,-2.577529114216604356e+00,0.000000000000000000e+00,-5.155058228433211376e-01,2.019807370423020387e+00
0.000000000000000000e+00,-8.506743287559960190e-16,-2.138899232094331193e+00,0.000000000000000000e+00,-4.277798464188665162e-01,1.921270484539813417e+00
0.000000000000000000e+00,-8.621510183758806757e-16,-2.078196025751272380e+00,0.000000000000000000e+00,-4.156392051502547647e-01,1.849043338817912385e+00
0.000000000000000000e+00,-8.829301833169426754e-16,-1.976764327431212553e+00,0.000000000000000000e+00,-3.953528654862427660e-01,1.719028292963312499e+00
0.000000000000000000e+00,-9.357967798859308401e-16,-1.831894772254033077e+00,0.000000000000000000e+00,-3.663789544508068707e-01,1.529862383472737175e+00
0.000000000000000000e+00,-9.850399078981246342e-16,-1.736937676436600686e+00,0.000000000000000000e+00,-3.473875352873204148e-01,1.380352796414045846e+00
0.000000000000000000e+00,-9.892816280436035341e-16,-1.768870329165178834e+00,0.000000000000000000e+00,-3.537740658330360555e-01,1.369164800661404779e+00
0.000000000000000000e+00,-9.909947876780304074e-16,-1.797998385018509726e+00,0.000000000000000000e+00,-3.595996770037022117e-01,1.384974254871422117e+00
0.000000000000000000e+00,-9.878231024922184587e-16,-1.803686014051281594e+00,0.000000000000000000e+00,-3.607372028102565631e-01,1.390354805815360528e+00
0.000000000000000000e+00,-9.878213975450631772e-16,-1.803134778157630791e+00,0.000000000000000000e+00,-3.606269556315264135e-01,1.390840396120679445e+00
0.000000000000000000e+00,-9.877024779335559851e-16,-1.802425290456885154e+00,0.000000000000000000e+00,-3.604850580913773195e-01,1.390502096224019990e+00
0.000000000000000000e+00,-9.877539586690569587e-16,-1.802238313959841687e+00,0.000000000000000000e+00,-3.604476627919686593e-01,1.390341177355711721e+00
0.000000000000000000e+00,-9.877558758151560593e-16,-1.802243273657448075e+00,0.000000000000000000e+00,-3.604486547314899592e-01,1.390319401770482521e+00
0.000000000000000000e+00,-9.877603039786251488e-16,-1.802262807659489985e+00,0.000000000000000000e+00,-3.604525615318983633e-01,1.390327444212867247e+00
0.000000000000000000e+00,-9.877586147256473452e-16,-1.802268907412425403e+00,0.000000000000000000e+00,-3.604537814824854691e-01,1.390332228375217083e+00
0.000000000000000000e+00,-9.877587408817492089e-16,-1.802269095970199686e+00,0.000000000000000000e+00,-3.604538191940402925e-01,1.390333070875621857e+00
0.000000000000000000e+00,-9.877587233601511866e-16,-1.802268577297863938e+00,0.000000000000000000e+00,-3.604537154595731652e-01,1.390332897823168823e+00
0.000000000000000000e+00,-9.877587873870807959e-16,-1.802268384753968666e+00,0.000000000000000000e+00,-3.604536769507941663e-01,1.390332759179250477e+00
0.000000000000000000e+00,-9.877587885111379688e-16,-1.802268369458561725e+00,0.000000000000000000e+00,-3.604536738917127892e-01,1.390332729037424997e+00
